"county","region","year","quarter","month","yearandmonth","homicide_unsuc","offences_against_the_person_unsuc","sexual_offences_unsuc","burglary_unsuc","robbery_unsuc","theft_and_handling_unsuc","fraud_and_forgery_unsuc","criminal_damage_unsuc","drugs_offences_unsuc","public_order_offences_unsuc","all_other_offences__excluding_motoring__unsuc","motoring_offences_unsuc","admin_finalised_unsuc"
"Durham","North","2018","Q1 2018","feb",2018-02-01,0,26,0,1,1,4,1,4,0,3,3,6,9
"Dyfed Powys","West","2018","Q1 2018","feb",2018-02-01,0,6,3,0,0,0,0,2,1,4,0,6,3
"Essex","East","2018","Q1 2018","feb",2018-02-01,0,68,10,1,1,9,2,4,7,9,5,56,17
"Gloucestershire","West","2018","Q1 2018","feb",2018-02-01,0,22,0,1,1,2,0,3,3,2,0,6,11
"GreaterManchester","North","2018","Q1 2018","feb",2018-02-01,1,78,21,9,2,9,3,6,12,18,3,67,25
"Gwent","West","2018","Q1 2018","feb",2018-02-01,0,21,1,1,1,5,0,4,1,4,1,18,13
"Hampshire","South","2018","Q1 2018","feb",2018-02-01,0,59,2,4,0,11,1,3,5,7,0,23,21
"Hertfordshire","East","2018","Q1 2018","feb",2018-02-01,0,33,0,1,1,14,3,6,11,5,0,38,10
"Humberside","North","2018","Q1 2018","feb",2018-02-01,0,27,2,2,0,14,0,6,0,5,0,3,6
"Kent","South","2018","Q1 2018","feb",2018-02-01,0,67,6,4,0,6,5,7,5,11,8,22,28
"Lancashire","North","2018","Q1 2018","feb",2018-02-01,0,56,1,3,5,9,2,4,4,13,4,37,7
"Leicestershire","East","2018","Q1 2018","feb",2018-02-01,1,39,7,1,1,5,0,7,6,9,2,24,14
"Lincolnshire","East","2018","Q1 2018","feb",2018-02-01,0,31,0,1,0,5,0,2,2,6,1,21,12
"Merseyside","North","2018","Q1 2018","feb",2018-02-01,1,70,7,1,1,10,3,10,7,9,4,39,20
"Metropolitan and City","South","2018","Q1 2018","feb",2018-02-01,3,565,52,26,14,111,34,36,68,125,19,299,225
"Norfolk","East","2018","Q1 2018","feb",2018-02-01,1,33,2,2,0,5,0,8,2,6,2,10,6
"Northamptonshire","East","2018","Q1 2018","feb",2018-02-01,0,38,0,1,0,6,2,1,6,3,1,9,24
"Northumbria","North","2018","Q1 2018","feb",2018-02-01,0,80,14,8,0,20,8,13,7,14,5,28,12
"North Wales","North","2018","Q1 2018","feb",2018-02-01,0,35,2,4,1,4,2,3,1,3,1,14,7
"North Yorkshire","Nortth","2018","Q1 2018","feb",2018-02-01,0,38,0,0,0,8,2,3,3,9,1,24,6
"Nottinghamshire","East","2018","Q1 2018","feb",2018-02-01,0,47,10,2,1,13,1,10,10,11,3,17,27
"South Wales","West","2018","Q1 2018","feb",2018-02-01,0,90,10,6,2,12,5,5,6,18,1,30,20
"South Yorkshire","North","2018","Q1 2018","feb",2018-02-01,1,64,1,1,3,13,2,11,2,13,1,12,15
"Staffordshire","West","2018","Q1 2018","feb",2018-02-01,0,47,6,2,1,12,1,5,2,9,3,12,23
"Suffolk","East","2018","Q1 2018","feb",2018-02-01,0,13,1,2,0,3,0,2,4,0,0,3,8
"Surrey","South","2018","Q1 2018","feb",2018-02-01,0,30,5,1,0,4,1,2,2,5,1,12,15
"Sussex","South","2018","Q1 2018","feb",2018-02-01,0,46,10,4,4,10,0,6,7,5,0,16,9
"Thames Valley","South","2018","Q1 2018","feb",2018-02-01,0,82,11,4,7,11,1,6,5,20,2,26,14
"Warwickshire","West","2018","Q1 2018","feb",2018-02-01,0,19,6,1,0,1,2,1,1,4,0,11,6
"West Mercia","West","2018","Q1 2018","feb",2018-02-01,0,37,6,2,0,6,1,6,4,5,2,25,9
"West Midlands","West","2018","Q1 2018","feb",2018-02-01,7,147,24,5,6,34,13,12,9,31,13,28,68
"West Yorkshire","North","2018","Q1 2018","feb",2018-02-01,2,132,18,10,6,14,9,21,7,19,3,74,36
"Wiltshire","West","2018","Q1 2018","feb",2018-02-01,0,16,3,1,0,5,1,4,2,2,0,7,5
"National","All","2018","Q1 2018","mar",2018-03-01,19,2379,287,158,87,480,121,267,260,433,83,1226,963
"Avon and Somerset","West","2018","Q1 2018","mar",2018-03-01,0,59,10,3,3,13,1,8,7,16,3,25,22
"Bedfordshire","East","2018","Q1 2018","mar",2018-03-01,0,22,1,0,1,11,0,3,2,1,1,21,13
"Cambridgeshire","East","2018","Q1 2018","mar",2018-03-01,0,34,2,1,1,9,2,4,2,6,0,9,12
"Cheshire","North","2018","Q1 2018","mar",2018-03-01,0,33,3,0,1,6,1,6,5,11,0,27,27
"Cleveland","North","2018","Q1 2018","mar",2018-03-01,0,38,0,3,0,8,0,4,3,7,0,11,5
"Cumbria","North","2018","Q1 2018","mar",2018-03-01,0,15,0,1,0,2,1,3,0,2,1,8,5
"Derbyshire","East","2018","Q1 2018","mar",2018-03-01,0,42,3,0,5,10,2,6,5,6,0,15,22
"Devon and Cornwall","West","2018","Q1 2018","mar",2018-03-01,0,31,3,2,0,3,0,2,3,3,1,17,4
"Dorset","West","2018","Q1 2018","mar",2018-03-01,0,24,4,0,1,5,0,2,0,5,1,14,20
"Durham","North","2018","Q1 2018","mar",2018-03-01,0,19,2,2,0,5,2,5,1,2,1,1,9
"Dyfed Powys","West","2018","Q1 2018","mar",2018-03-01,0,10,2,0,0,2,0,2,4,1,1,11,3
"Essex","East","2018","Q1 2018","mar",2018-03-01,0,63,7,4,0,9,2,7,7,13,1,77,16
"Gloucestershire","West","2018","Q1 2018","mar",2018-03-01,0,21,1,1,0,8,0,1,4,2,0,10,5
"GreaterManchester","North","2018","Q1 2018","mar",2018-03-01,1,84,28,2,3,9,4,4,7,10,2,53,22
"Gwent","West","2018","Q1 2018","mar",2018-03-01,0,18,3,0,1,4,1,6,4,6,1,8,2
"Hampshire","South","2018","Q1 2018","mar",2018-03-01,0,60,4,1,0,10,2,7,1,10,1,24,21
"Hertfordshire","East","2018","Q1 2018","mar",2018-03-01,0,30,1,4,0,10,4,6,1,10,0,37,17
"Humberside","North","2018","Q1 2018","mar",2018-03-01,0,21,3,5,2,8,1,3,3,4,1,14,14
"Kent","South","2018","Q1 2018","mar",2018-03-01,4,76,11,9,1,15,3,7,10,7,9,26,21
"Lancashire","North","2018","Q1 2018","mar",2018-03-01,1,62,0,3,5,26,1,8,5,8,0,28,17
"Leicestershire","East","2018","Q1 2018","mar",2018-03-01,1,44,7,3,3,8,2,6,7,6,2,35,24
"Lincolnshire","East","2018","Q1 2018","mar",2018-03-01,0,14,1,0,0,7,4,8,0,4,0,33,38
"Merseyside","North","2018","Q1 2018","mar",2018-03-01,1,60,4,2,0,3,10,3,10,17,1,45,25
"Metropolitan and City","South","2018","Q1 2018","mar",2018-03-01,4,511,55,39,33,97,27,50,84,105,20,291,236
"Norfolk","East","2018","Q1 2018","mar",2018-03-01,0,34,1,1,0,10,1,6,0,10,2,15,7
"Northamptonshire","East","2018","Q1 2018","mar",2018-03-01,0,40,0,7,1,9,3,4,7,8,0,10,43
"Northumbria","North","2018","Q1 2018","mar",2018-03-01,0,96,9,12,0,25,5,15,9,23,2,30,6
"North Wales","North","2018","Q1 2018","mar",2018-03-01,1,32,5,3,2,2,2,6,1,2,2,14,1
"North Yorkshire","Nortth","2018","Q1 2018","mar",2018-03-01,0,23,0,2,0,10,0,3,1,4,2,9,5
"Nottinghamshire","East","2018","Q1 2018","mar",2018-03-01,1,47,17,3,0,19,4,4,15,16,0,16,44
"South Wales","West","2018","Q1 2018","mar",2018-03-01,0,80,11,4,1,12,7,7,7,11,5,48,10
"South Yorkshire","North","2018","Q1 2018","mar",2018-03-01,1,58,2,7,6,5,0,9,1,8,2,16,21
"Staffordshire","West","2018","Q1 2018","mar",2018-03-01,0,45,9,3,1,3,2,5,3,5,1,12,18
"Suffolk","East","2018","Q1 2018","mar",2018-03-01,0,28,0,2,0,1,1,1,1,2,2,15,10
"Surrey","South","2018","Q1 2018","mar",2018-03-01,0,37,2,0,0,11,2,1,3,5,3,17,12
"Sussex","South","2018","Q1 2018","mar",2018-03-01,0,43,11,1,0,9,0,4,3,7,3,27,13
"Thames Valley","South","2018","Q1 2018","mar",2018-03-01,0,72,9,8,3,15,6,5,6,8,0,27,30
"Warwickshire","West","2018","Q1 2018","mar",2018-03-01,0,17,6,0,1,7,1,2,3,3,1,11,11
"West Mercia","West","2018","Q1 2018","mar",2018-03-01,3,38,8,0,1,4,3,8,7,6,3,21,16
"West Midlands","West","2018","Q1 2018","mar",2018-03-01,1,142,28,7,9,31,9,16,12,38,5,40,83
"West Yorkshire","North","2018","Q1 2018","mar",2018-03-01,0,147,14,13,2,15,5,10,6,9,3,55,29
"Wiltshire","West","2018","Q1 2018","mar",2018-03-01,0,9,0,0,0,4,0,0,0,6,0,3,4
"National","All","2018","Q3 2018","jul",2018-07-01,25,2622,349,178,92,515,124,238,254,520,108,1257,825
"Avon and Somerset","West","2018","Q3 2018","jul",2018-07-01,2,73,22,7,1,10,2,4,6,11,2,31,19
"Bedfordshire","East","2018","Q3 2018","jul",2018-07-01,0,22,1,3,2,1,1,0,3,6,0,29,21
"Cambridgeshire","East","2018","Q3 2018","jul",2018-07-01,0,20,0,1,2,7,0,1,3,11,0,4,19
"Cheshire","North","2018","Q3 2018","jul",2018-07-01,0,66,5,2,0,7,3,3,3,9,0,35,14
"Cleveland","North","2018","Q3 2018","jul",2018-07-01,0,43,1,2,1,16,0,4,5,10,3,11,6
"Cumbria","North","2018","Q3 2018","jul",2018-07-01,0,13,2,1,0,3,0,0,3,2,1,8,2
"Derbyshire","East","2018","Q3 2018","jul",2018-07-01,0,34,2,0,0,11,1,4,4,11,2,17,10
"Devon and Cornwall","West","2018","Q3 2018","jul",2018-07-01,0,35,4,0,1,3,3,2,1,5,0,23,19
"Dorset","West","2018","Q3 2018","jul",2018-07-01,0,28,3,1,0,7,2,3,0,5,0,12,24
"Durham","North","2018","Q3 2018","jul",2018-07-01,0,25,0,4,0,9,0,6,2,5,1,9,11
"Dyfed Powys","West","2018","Q3 2018","jul",2018-07-01,1,12,5,1,0,1,1,3,3,7,1,8,15
"Essex","East","2018","Q3 2018","jul",2018-07-01,2,61,17,8,1,8,2,9,4,11,2,30,19
"Gloucestershire","West","2018","Q3 2018","jul",2018-07-01,1,17,0,5,0,3,0,1,0,3,0,5,4
"GreaterManchester","North","2018","Q3 2018","jul",2018-07-01,1,119,33,14,8,13,4,10,13,17,5,54,30
"Gwent","West","2018","Q3 2018","jul",2018-07-01,0,22,2,0,0,3,1,3,3,1,0,9,8
"Hampshire","South","2018","Q3 2018","jul",2018-07-01,1,63,6,3,1,10,2,6,4,7,7,28,22
"Hertfordshire","East","2018","Q3 2018","jul",2018-07-01,1,52,1,4,3,11,5,6,7,12,0,31,16
"Humberside","North","2018","Q3 2018","jul",2018-07-01,0,36,5,7,3,6,2,5,3,12,2,14,11
"Kent","South","2018","Q3 2018","jul",2018-07-01,0,73,10,5,1,17,8,12,5,7,5,12,23
"Lancashire","North","2018","Q3 2018","jul",2018-07-01,0,61,5,5,0,14,2,11,5,11,4,56,11
"Leicestershire","East","2018","Q3 2018","jul",2018-07-01,0,19,10,0,0,9,4,0,2,4,2,24,5
"Lincolnshire","East","2018","Q3 2018","jul",2018-07-01,0,29,0,0,1,10,1,4,2,5,0,34,10
"Merseyside","North","2018","Q3 2018","jul",2018-07-01,0,69,11,2,0,12,3,5,6,10,1,48,15
"Metropolitan and City","South","2018","Q3 2018","jul",2018-07-01,8,567,54,31,15,110,39,54,81,116,30,291,193
"Norfolk","East","2018","Q3 2018","jul",2018-07-01,0,37,0,1,0,9,0,1,2,5,1,10,6
"Northamptonshire","East","2018","Q3 2018","jul",2018-07-01,0,39,1,0,2,4,3,1,0,2,1,10,8
"Northumbria","North","2018","Q3 2018","jul",2018-07-01,0,83,12,16,4,26,5,8,5,31,1,42,36
"North Wales","North","2018","Q3 2018","jul",2018-07-01,1,21,2,1,0,6,2,4,2,4,2,11,4
"North Yorkshire","Nortth","2018","Q3 2018","jul",2018-07-01,1,23,0,1,2,6,2,2,1,4,2,13,8
"Nottinghamshire","East","2018","Q3 2018","jul",2018-07-01,0,70,17,2,3,14,4,7,10,18,1,18,9
"South Wales","West","2018","Q3 2018","jul",2018-07-01,1,104,10,10,6,18,3,5,9,13,4,39,15
"South Yorkshire","North","2018","Q3 2018","jul",2018-07-01,1,65,2,1,6,6,0,8,2,12,0,13,19
"Staffordshire","West","2018","Q3 2018","jul",2018-07-01,0,43,8,3,2,9,2,4,3,8,0,21,15
"Suffolk","East","2018","Q3 2018","jul",2018-07-01,0,23,0,0,0,4,1,1,5,6,1,8,1
"Surrey","South","2018","Q3 2018","jul",2018-07-01,0,34,5,0,0,3,0,1,2,1,0,12,11
"Sussex","South","2018","Q3 2018","jul",2018-07-01,0,56,9,5,0,4,0,2,1,11,3,25,7
"Thames Valley","South","2018","Q3 2018","jul",2018-07-01,0,116,8,9,12,22,3,6,11,25,8,38,33
"Warwickshire","West","2018","Q3 2018","jul",2018-07-01,0,14,5,0,0,6,0,1,1,8,0,28,9
"West Mercia","West","2018","Q3 2018","jul",2018-07-01,0,50,14,0,1,13,0,3,2,10,0,38,8
"West Midlands","West","2018","Q3 2018","jul",2018-07-01,3,145,27,12,11,42,9,13,18,41,12,50,74
"West Yorkshire","North","2018","Q3 2018","jul",2018-07-01,1,127,27,10,2,17,4,15,12,21,4,53,33
"Wiltshire","West","2018","Q3 2018","jul",2018-07-01,0,13,3,1,1,5,0,0,0,2,0,5,2
"National","All","2018","Q3 2018","aug",2018-08-01,20,2644,337,188,92,579,140,245,283,570,119,1160,948
"Avon and Somerset","West","2018","Q3 2018","aug",2018-08-01,1,62,9,3,4,7,2,10,4,9,3,21,33
"Bedfordshire","East","2018","Q3 2018","aug",2018-08-01,0,18,0,1,0,10,1,3,2,6,1,25,22
"Cambridgeshire","East","2018","Q3 2018","aug",2018-08-01,0,27,1,1,1,3,0,1,2,2,4,7,16
"Cheshire","North","2018","Q3 2018","aug",2018-08-01,1,64,11,3,2,14,0,3,4,16,2,41,12
"Cleveland","North","2018","Q3 2018","aug",2018-08-01,1,36,1,11,1,5,4,4,4,8,0,10,4
"Cumbria","North","2018","Q3 2018","aug",2018-08-01,0,11,0,3,1,5,1,0,0,1,0,6,2
"Derbyshire","East","2018","Q3 2018","aug",2018-08-01,0,35,1,0,0,13,0,2,7,5,1,13,11
"Devon and Cornwall","West","2018","Q3 2018","aug",2018-08-01,0,29,3,2,0,4,1,3,1,8,4,20,11
"Dorset","West","2018","Q3 2018","aug",2018-08-01,1,22,1,2,3,2,1,4,2,9,1,18,7
"Durham","North","2018","Q3 2018","aug",2018-08-01,0,17,2,1,1,7,0,2,0,0,1,2,7
"Dyfed Powys","West","2018","Q3 2018","aug",2018-08-01,0,20,4,1,0,3,0,0,2,1,0,5,5
"Essex","East","2018","Q3 2018","aug",2018-08-01,0,61,15,4,1,9,4,7,5,8,3,77,25
"Gloucestershire","West","2018","Q3 2018","aug",2018-08-01,0,11,1,1,0,4,2,0,0,3,0,7,8
"GreaterManchester","North","2018","Q3 2018","aug",2018-08-01,0,104,32,6,7,10,4,12,10,12,5,37,33
"Gwent","West","2018","Q3 2018","aug",2018-08-01,0,18,3,0,0,7,0,6,1,6,1,12,4
"Hampshire","South","2018","Q3 2018","aug",2018-08-01,0,50,10,6,0,20,4,10,3,13,2,14,23
"Hertfordshire","East","2018","Q3 2018","aug",2018-08-01,0,47,3,3,2,8,4,3,2,6,6,29,25
"Humberside","North","2018","Q3 2018","aug",2018-08-01,0,41,6,3,1,11,3,3,11,7,1,14,32
"Kent","South","2018","Q3 2018","aug",2018-08-01,1,75,11,0,0,16,2,6,6,14,3,22,30
"Lancashire","North","2018","Q3 2018","aug",2018-08-01,1,71,3,3,5,12,7,6,3,16,2,56,16
"Leicestershire","East","2018","Q3 2018","aug",2018-08-01,1,36,9,5,0,6,4,6,3,7,1,18,12
"Lincolnshire","East","2018","Q3 2018","aug",2018-08-01,1,30,0,2,0,8,1,4,7,9,0,34,9
"Merseyside","North","2018","Q3 2018","aug",2018-08-01,1,59,9,3,0,10,0,3,8,11,3,39,17
"Metropolitan and City","South","2018","Q3 2018","aug",2018-08-01,4,626,73,51,30,157,42,51,98,154,23,238,217
"Norfolk","East","2018","Q3 2018","aug",2018-08-01,0,21,1,1,1,3,2,5,0,9,4,8,12
"Northamptonshire","East","2018","Q3 2018","aug",2018-08-01,0,39,1,1,0,6,1,4,2,2,1,11,11
"Northumbria","North","2018","Q3 2018","aug",2018-08-01,0,77,12,9,5,21,6,4,9,36,4,34,13
"North Wales","North","2018","Q3 2018","aug",2018-08-01,1,27,5,2,3,5,0,1,2,3,1,10,2
"North Yorkshire","Nortth","2018","Q3 2018","aug",2018-08-01,0,42,0,3,0,10,3,4,4,19,2,15,38
"Nottinghamshire","East","2018","Q3 2018","aug",2018-08-01,0,57,9,6,2,7,1,6,11,24,3,13,13
"South Wales","West","2018","Q3 2018","aug",2018-08-01,0,120,6,3,3,18,2,10,8,20,5,71,17
"South Yorkshire","North","2018","Q3 2018","aug",2018-08-01,1,74,2,7,3,29,3,6,2,5,4,27,20
"Staffordshire","West","2018","Q3 2018","aug",2018-08-01,1,47,14,3,0,8,4,5,3,3,1,21,19
"Suffolk","East","2018","Q3 2018","aug",2018-08-01,0,13,0,2,0,2,1,1,3,0,1,4,3
"Surrey","South","2018","Q3 2018","aug",2018-08-01,0,37,2,2,0,6,2,3,4,7,1,9,8
"Sussex","South","2018","Q3 2018","aug",2018-08-01,0,65,11,1,0,13,2,7,6,10,2,18,11
"Thames Valley","South","2018","Q3 2018","aug",2018-08-01,1,95,11,7,3,10,3,9,6,12,3,32,31
"Warwickshire","West","2018","Q3 2018","aug",2018-08-01,0,16,6,2,0,8,1,2,2,3,0,21,6
"West Mercia","West","2018","Q3 2018","aug",2018-08-01,0,57,6,4,0,10,1,6,2,15,6,17,10
"West Midlands","West","2018","Q3 2018","aug",2018-08-01,3,171,22,13,10,44,16,12,19,46,9,57,76
"West Yorkshire","North","2018","Q3 2018","aug",2018-08-01,0,103,20,6,2,24,4,10,13,21,5,24,70
"Wiltshire","West","2018","Q3 2018","aug",2018-08-01,0,13,1,1,1,4,1,1,2,4,0,3,7
"National","All","2018","Q3 2018","sep",2018-09-01,9,2714,352,175,75,546,139,250,223,508,119,1274,994
"Avon and Somerset","West","2018","Q3 2018","sep",2018-09-01,0,80,20,5,0,11,2,5,4,10,4,27,36
"Bedfordshire","East","2018","Q3 2018","sep",2018-09-01,0,24,2,2,0,6,0,3,1,2,0,26,16
"Cambridgeshire","East","2018","Q3 2018","sep",2018-09-01,1,24,1,2,0,2,0,1,2,4,4,18,23
"Cheshire","North","2018","Q3 2018","sep",2018-09-01,0,62,10,1,1,7,0,5,1,11,0,27,15
"Cleveland","North","2018","Q3 2018","sep",2018-09-01,0,33,1,4,1,15,2,9,5,8,1,9,7
"Cumbria","North","2018","Q3 2018","sep",2018-09-01,0,17,1,0,0,4,0,1,0,1,0,8,0
"Derbyshire","East","2018","Q3 2018","sep",2018-09-01,0,29,1,5,0,13,1,5,3,6,3,12,12
"Devon and Cornwall","West","2018","Q3 2018","sep",2018-09-01,0,43,1,3,0,9,4,2,2,7,0,10,9
"Dorset","West","2018","Q3 2018","sep",2018-09-01,0,28,1,1,3,3,3,1,0,8,0,14,19
"Durham","North","2018","Q3 2018","sep",2018-09-01,0,24,0,3,2,11,3,7,1,6,1,8,10
"Dyfed Powys","West","2018","Q3 2018","sep",2018-09-01,0,14,2,0,0,2,1,1,1,2,0,9,2
"Essex","East","2018","Q3 2018","sep",2018-09-01,0,63,9,3,4,9,4,5,1,3,1,59,21
"Gloucestershire","West","2018","Q3 2018","sep",2018-09-01,0,13,2,1,0,3,1,1,0,4,2,3,11
"GreaterManchester","North","2018","Q3 2018","sep",2018-09-01,1,109,34,0,1,8,5,12,11,28,3,36,42
"Gwent","West","2018","Q3 2018","sep",2018-09-01,0,20,3,4,6,7,0,5,0,6,1,16,10
"Hampshire","South","2018","Q3 2018","sep",2018-09-01,0,73,8,4,1,7,0,5,0,8,0,22,24
"Hertfordshire","East","2018","Q3 2018","sep",2018-09-01,0,45,0,1,0,6,5,3,1,6,3,26,10
"Humberside","North","2018","Q3 2018","sep",2018-09-01,0,27,2,2,2,12,2,5,7,4,1,14,20
"Kent","South","2018","Q3 2018","sep",2018-09-01,0,77,4,4,5,13,5,9,3,10,3,20,40
"Lancashire","North","2018","Q3 2018","sep",2018-09-01,0,80,1,2,1,18,7,5,2,11,1,42,12
"Leicestershire","East","2018","Q3 2018","sep",2018-09-01,0,27,12,5,1,6,1,4,4,6,1,35,15
"Lincolnshire","East","2018","Q3 2018","sep",2018-09-01,0,28,0,5,2,11,3,0,2,10,6,36,8
"Merseyside","North","2018","Q3 2018","sep",2018-09-01,0,68,10,0,0,10,5,6,9,6,7,32,19
"Metropolitan and City","South","2018","Q3 2018","sep",2018-09-01,1,638,60,55,22,143,31,47,86,134,35,323,214
"Norfolk","East","2018","Q3 2018","sep",2018-09-01,0,35,2,1,0,7,1,4,1,6,1,11,10
"Northamptonshire","East","2018","Q3 2018","sep",2018-09-01,0,23,1,3,0,5,0,0,2,4,0,11,16
"Northumbria","North","2018","Q3 2018","sep",2018-09-01,0,80,23,7,1,18,5,9,12,24,1,33,11
"North Wales","North","2018","Q3 2018","sep",2018-09-01,1,38,3,1,0,8,0,2,2,5,0,13,5
"North Yorkshire","Nortth","2018","Q3 2018","sep",2018-09-01,0,13,3,1,0,5,3,3,3,7,4,11,14
"Nottinghamshire","East","2018","Q3 2018","sep",2018-09-01,0,66,8,4,2,13,1,6,10,9,2,18,25
"South Wales","West","2018","Q3 2018","sep",2018-09-01,0,131,12,8,0,21,4,7,5,39,2,77,11
"South Yorkshire","North","2018","Q3 2018","sep",2018-09-01,1,70,2,6,0,27,4,8,5,9,2,19,57
"Staffordshire","West","2018","Q3 2018","sep",2018-09-01,0,59,9,4,0,12,3,6,2,12,3,27,24
"Suffolk","East","2018","Q3 2018","sep",2018-09-01,0,15,2,0,1,2,1,3,2,2,0,4,8
"Surrey","South","2018","Q3 2018","sep",2018-09-01,0,34,7,1,0,6,2,3,0,2,0,11,7
"Sussex","South","2018","Q3 2018","sep",2018-09-01,0,67,11,0,4,5,3,4,4,12,0,28,11
"Thames Valley","South","2018","Q3 2018","sep",2018-09-01,1,103,15,2,3,22,5,9,7,10,1,40,30
"Warwickshire","West","2018","Q3 2018","sep",2018-09-01,0,16,4,1,0,9,1,4,2,4,0,21,11
"West Mercia","West","2018","Q3 2018","sep",2018-09-01,0,60,9,5,2,8,4,5,2,6,2,27,12
"West Midlands","West","2018","Q3 2018","sep",2018-09-01,1,172,23,13,9,26,11,16,13,38,15,68,92
"West Yorkshire","North","2018","Q3 2018","sep",2018-09-01,2,73,33,5,1,15,6,13,5,15,8,21,51
"Wiltshire","West","2018","Q3 2018","sep",2018-09-01,0,13,0,1,0,1,0,1,0,3,1,2,4
"National","All","2018","Q4 2018","oct",2018-10-01,22,2581,370,156,105,526,129,255,216,487,112,1204,902
"Avon and Somerset","West","2018","Q4 2018","oct",2018-10-01,0,59,23,4,1,12,3,8,5,11,1,28,35
"Bedfordshire","East","2018","Q4 2018","oct",2018-10-01,0,42,0,1,3,15,2,2,1,12,1,23,19
"Cambridgeshire","East","2018","Q4 2018","oct",2018-10-01,1,33,1,2,5,2,1,4,2,6,1,14,7
"Cheshire","North","2018","Q4 2018","oct",2018-10-01,0,46,12,3,0,5,5,4,2,4,2,29,12
"Cleveland","North","2018","Q4 2018","oct",2018-10-01,0,42,1,7,5,7,2,3,4,12,0,7,10
"Cumbria","North","2018","Q4 2018","oct",2018-10-01,0,12,0,2,0,0,0,3,0,2,2,10,1
"Derbyshire","East","2018","Q4 2018","oct",2018-10-01,0,64,1,4,0,14,2,6,3,8,2,24,9
"Devon and Cornwall","West","2018","Q4 2018","oct",2018-10-01,1,37,0,0,0,10,0,3,3,11,4,28,7
"Dorset","West","2018","Q4 2018","oct",2018-10-01,0,19,2,2,1,4,2,5,3,2,0,13,11
"Durham","North","2018","Q4 2018","oct",2018-10-01,1,20,1,3,2,7,1,6,4,13,0,5,8
"Dyfed Powys","West","2018","Q4 2018","oct",2018-10-01,0,18,2,0,1,4,2,2,2,0,0,6,1
"Essex","East","2018","Q4 2018","oct",2018-10-01,0,60,20,1,2,11,4,6,7,8,3,38,21
"Gloucestershire","West","2018","Q4 2018","oct",2018-10-01,0,23,0,4,0,3,0,3,4,2,0,7,11
"GreaterManchester","North","2018","Q4 2018","oct",2018-10-01,0,131,30,4,2,15,7,12,2,10,7,47,37
"Gwent","West","2018","Q4 2018","oct",2018-10-01,2,16,4,3,0,6,0,5,6,8,0,14,1
"Hampshire","South","2018","Q4 2018","oct",2018-10-01,0,68,4,4,0,11,7,4,1,17,4,16,30
"Hertfordshire","East","2018","Q4 2018","oct",2018-10-01,0,30,1,4,2,12,0,2,4,6,0,19,16
"Humberside","North","2018","Q4 2018","oct",2018-10-01,0,28,5,2,0,12,2,3,3,2,1,13,9
"Kent","South","2018","Q4 2018","oct",2018-10-01,1,67,7,2,1,21,0,7,1,6,4,22,51
"Lancashire","North","2018","Q4 2018","oct",2018-10-01,0,76,1,6,3,10,1,7,1,13,0,45,9
"Leicestershire","East","2018","Q4 2018","oct",2018-10-01,0,41,11,2,1,11,1,3,2,9,2,31,4
"Lincolnshire","East","2018","Q4 2018","oct",2018-10-01,0,18,0,2,1,13,1,5,0,7,1,26,11
"Merseyside","North","2018","Q4 2018","oct",2018-10-01,0,60,5,2,2,4,1,6,11,10,2,57,17
"Metropolitan and City","South","2018","Q4 2018","oct",2018-10-01,8,578,91,42,33,138,37,40,79,122,39,349,229
"Norfolk","East","2018","Q4 2018","oct",2018-10-01,0,23,1,0,1,4,0,2,1,7,1,9,9
"Northamptonshire","East","2018","Q4 2018","oct",2018-10-01,1,18,0,1,1,5,0,1,3,2,0,11,15
"Northumbria","North","2018","Q4 2018","oct",2018-10-01,0,114,16,6,0,16,11,12,6,35,5,37,18
"North Wales","North","2018","Q4 2018","oct",2018-10-01,0,31,3,5,1,2,0,3,0,5,0,8,11
"North Yorkshire","Nortth","2018","Q4 2018","oct",2018-10-01,2,22,1,0,0,5,1,1,2,5,5,13,6
"Nottinghamshire","East","2018","Q4 2018","oct",2018-10-01,1,54,13,3,4,17,1,6,9,14,5,11,22
"South Wales","West","2018","Q4 2018","oct",2018-10-01,0,121,10,6,4,10,1,7,5,22,1,22,14
"South Yorkshire","North","2018","Q4 2018","oct",2018-10-01,1,78,4,3,1,12,0,12,4,11,2,23,23
"Staffordshire","West","2018","Q4 2018","oct",2018-10-01,0,37,6,0,3,7,1,10,2,8,3,24,19
"Suffolk","East","2018","Q4 2018","oct",2018-10-01,0,24,1,0,0,3,2,1,2,1,0,10,4
"Surrey","South","2018","Q4 2018","oct",2018-10-01,0,48,5,1,0,4,2,3,1,3,2,9,26
"Sussex","South","2018","Q4 2018","oct",2018-10-01,0,63,16,4,1,12,3,4,3,1,0,27,19
"Thames Valley","South","2018","Q4 2018","oct",2018-10-01,2,63,11,7,7,17,3,11,5,12,3,47,20
"Warwickshire","West","2018","Q4 2018","oct",2018-10-01,0,12,2,1,0,5,0,1,2,2,2,12,16
"West Mercia","West","2018","Q4 2018","oct",2018-10-01,0,59,10,1,1,8,3,2,1,7,0,18,15
"West Midlands","West","2018","Q4 2018","oct",2018-10-01,1,144,26,4,9,33,11,20,17,38,5,36,66
"West Yorkshire","North","2018","Q4 2018","oct",2018-10-01,0,71,21,8,7,10,7,8,3,11,1,10,27
"Wiltshire","West","2018","Q4 2018","oct",2018-10-01,0,11,2,0,0,9,2,2,0,2,1,6,6
