"county","region","year","quarter","month","yearandmonth","homicide_conv","offences_against_the_person_conv","sexual_offences_conv","burglary_conv","robbery_conv","theft_and_handling_conv","fraud_and_forgery_conv","criminal_damage_conv","drugs_offences_conv","public_order_offences_conv","all_other_offences__excluding_motoring__conv","motoring_offences_conv"
"Wiltshire","West","2014","Q2 2014","jun",2014-06-01,0,62,5,3,3,73,2,27,34,13,25,70
"National","All","2014","Q3 2014","jul",2014-07-01,80,9662,900,1679,650,10922,785,2645,4890,4586,2799,9117
"Avon and Somerset","West","2014","Q3 2014","jul",2014-07-01,1,289,54,55,10,358,25,70,124,112,93,219
"Bedfordshire","East","2014","Q3 2014","jul",2014-07-01,3,87,5,25,11,67,4,17,28,29,13,54
"Cambridgeshire","East","2014","Q3 2014","jul",2014-07-01,0,115,4,10,1,110,5,22,28,56,14,75
"Cheshire","North","2014","Q3 2014","jul",2014-07-01,1,195,17,20,6,214,11,41,67,81,48,143
"Cleveland","North","2014","Q3 2014","jul",2014-07-01,0,130,7,44,12,278,10,41,58,112,19,105
"Cumbria","North","2014","Q3 2014","jul",2014-07-01,0,108,10,7,2,96,5,36,41,59,44,87
"Derbyshire","East","2014","Q3 2014","jul",2014-07-01,2,184,14,45,9,178,19,47,52,53,33,158
"Devon and Cornwall","West","2014","Q3 2014","jul",2014-07-01,2,157,9,29,5,179,13,68,69,66,70,155
"Dorset","West","2014","Q3 2014","jul",2014-07-01,0,114,7,25,6,111,9,32,38,40,23,103
"Durham","North","2014","Q3 2014","jul",2014-07-01,0,120,13,21,5,167,9,36,34,67,16,76
"Dyfed Powys","West","2014","Q3 2014","jul",2014-07-01,0,72,9,16,0,57,3,28,84,54,33,209
"Essex","East","2014","Q3 2014","jul",2014-07-01,0,293,24,46,9,259,26,78,86,84,61,201
"Gloucestershire","West","2014","Q3 2014","jul",2014-07-01,1,81,5,15,1,101,8,18,44,17,24,73
"GreaterManchester","North","2014","Q3 2014","jul",2014-07-01,3,668,64,96,26,513,34,211,218,307,125,386
"Gwent","West","2014","Q3 2014","jul",2014-07-01,1,97,10,26,5,117,6,56,51,69,19,81
"Hampshire","South","2014","Q3 2014","jul",2014-07-01,4,350,28,35,21,336,18,104,138,100,73,277
"Hertfordshire","East","2014","Q3 2014","jul",2014-07-01,1,147,8,33,5,152,32,32,75,58,19,140
"Humberside","North","2014","Q3 2014","jul",2014-07-01,1,236,29,35,10,290,22,54,80,138,25,119
"Kent","South","2014","Q3 2014","jul",2014-07-01,4,240,28,51,12,331,23,98,135,79,123,190
"Lancashire","North","2014","Q3 2014","jul",2014-07-01,3,341,33,50,24,414,16,114,130,224,138,249
"Leicestershire","East","2014","Q3 2014","jul",2014-07-01,0,163,11,24,6,160,17,36,39,60,13,122
"Lincolnshire","East","2014","Q3 2014","jul",2014-07-01,3,125,11,19,5,155,10,28,49,71,16,154
"Merseyside","North","2014","Q3 2014","jul",2014-07-01,9,223,27,33,17,328,15,59,314,123,162,215
"Metropolitan and City","South","2014","Q3 2014","jul",2014-07-01,10,1322,141,262,209,1411,206,312,1115,724,551,1464
"Norfolk","East","2014","Q3 2014","jul",2014-07-01,2,196,10,14,8,138,7,38,80,113,15,103
"Northamptonshire","East","2014","Q3 2014","jul",2014-07-01,0,117,8,15,8,106,9,20,37,39,15,131
"Northumbria","North","2014","Q3 2014","jul",2014-07-01,1,293,34,70,17,473,29,106,125,159,147,235
"North Wales","North","2014","Q3 2014","jul",2014-07-01,1,96,12,18,5,165,7,41,30,57,99,100
"North Yorkshire","Nortth","2014","Q3 2014","jul",2014-07-01,2,125,7,23,3,142,8,29,48,106,34,108
"Nottinghamshire","East","2014","Q3 2014","jul",2014-07-01,7,253,23,35,26,256,11,48,140,91,45,161
"South Wales","West","2014","Q3 2014","jul",2014-07-01,1,310,16,46,7,334,8,95,177,218,56,1231
"South Yorkshire","North","2014","Q3 2014","jul",2014-07-01,4,266,14,49,18,432,21,63,170,80,47,164
"Staffordshire","West","2014","Q3 2014","jul",2014-07-01,1,188,12,29,4,185,9,35,66,103,40,118
"Suffolk","East","2014","Q3 2014","jul",2014-07-01,1,158,8,16,5,116,12,35,54,63,8,93
"Surrey","South","2014","Q3 2014","jul",2014-07-01,0,115,12,23,7,129,17,29,72,50,50,120
"Sussex","South","2014","Q3 2014","jul",2014-07-01,0,250,23,37,10,281,13,44,95,83,109,232
"Thames Valley","South","2014","Q3 2014","jul",2014-07-01,3,252,23,44,11,332,15,80,145,149,33,297
"Warwickshire","West","2014","Q3 2014","jul",2014-07-01,0,63,9,16,0,92,7,16,28,20,15,76
"West Mercia","West","2014","Q3 2014","jul",2014-07-01,0,158,27,30,16,185,9,52,60,86,33,189
"West Midlands","West","2014","Q3 2014","jul",2014-07-01,2,478,42,101,58,636,26,128,233,165,211,326
"West Yorkshire","North","2014","Q3 2014","jul",2014-07-01,6,394,45,84,20,460,27,111,182,195,57,287
"Wiltshire","West","2014","Q3 2014","jul",2014-07-01,0,93,7,7,10,78,4,37,51,26,30,91
"National","All","2014","Q3 2014","aug",2014-08-01,45,8342,739,1524,484,9119,672,2310,4097,3950,2465,7141
"Avon and Somerset","West","2014","Q3 2014","aug",2014-08-01,2,165,33,37,9,234,13,59,95,101,87,158
"Bedfordshire","East","2014","Q3 2014","aug",2014-08-01,3,80,4,7,13,90,5,19,34,39,4,50
"Cambridgeshire","East","2014","Q3 2014","aug",2014-08-01,2,87,7,13,4,91,6,29,24,48,11,74
"Cheshire","North","2014","Q3 2014","aug",2014-08-01,0,134,16,14,4,136,8,33,46,49,38,112
"Cleveland","North","2014","Q3 2014","aug",2014-08-01,0,92,10,38,7,260,9,48,59,93,21,63
"Cumbria","North","2014","Q3 2014","aug",2014-08-01,0,89,10,18,0,91,5,43,46,42,64,92
"Derbyshire","East","2014","Q3 2014","aug",2014-08-01,2,128,15,23,3,150,2,37,52,40,46,105
"Devon and Cornwall","West","2014","Q3 2014","aug",2014-08-01,0,153,6,18,1,140,13,38,62,56,82,177
"Dorset","West","2014","Q3 2014","aug",2014-08-01,0,85,3,14,3,71,2,25,33,39,25,80
"Durham","North","2014","Q3 2014","aug",2014-08-01,0,107,5,24,2,145,7,41,22,45,17,90
"Dyfed Powys","West","2014","Q3 2014","aug",2014-08-01,0,66,1,12,2,73,2,29,70,52,22,151
"Essex","East","2014","Q3 2014","aug",2014-08-01,1,239,28,40,11,195,29,65,80,60,46,186
"Gloucestershire","West","2014","Q3 2014","aug",2014-08-01,1,49,3,5,2,66,5,16,35,14,17,44
"GreaterManchester","North","2014","Q3 2014","aug",2014-08-01,7,609,26,110,33,516,32,173,178,271,111,341
"Gwent","West","2014","Q3 2014","aug",2014-08-01,2,95,8,22,4,114,3,41,30,64,20,82
"Hampshire","South","2014","Q3 2014","aug",2014-08-01,0,291,26,23,3,299,20,77,128,115,64,223
"Hertfordshire","East","2014","Q3 2014","aug",2014-08-01,0,179,11,39,1,144,18,39,72,70,26,143
"Humberside","North","2014","Q3 2014","aug",2014-08-01,3,178,18,38,8,203,12,42,71,126,32,118
"Kent","South","2014","Q3 2014","aug",2014-08-01,2,188,18,29,4,276,12,66,97,49,133,152
"Lancashire","North","2014","Q3 2014","aug",2014-08-01,0,281,27,65,21,280,9,89,109,121,179,237
"Leicestershire","East","2014","Q3 2014","aug",2014-08-01,0,123,14,21,10,135,9,34,33,51,24,125
"Lincolnshire","East","2014","Q3 2014","aug",2014-08-01,0,82,7,8,5,99,4,15,29,48,16,112
"Merseyside","North","2014","Q3 2014","aug",2014-08-01,1,202,27,35,16,213,11,57,180,111,108,153
"Metropolitan and City","South","2014","Q3 2014","aug",2014-08-01,8,1230,122,237,155,1227,208,319,1024,608,448,1207
"Norfolk","East","2014","Q3 2014","aug",2014-08-01,0,185,8,13,7,161,6,47,72,118,24,93
"Northamptonshire","East","2014","Q3 2014","aug",2014-08-01,3,84,14,21,4,110,7,24,36,52,13,118
"Northumbria","North","2014","Q3 2014","aug",2014-08-01,0,265,22,58,5,440,27,96,106,222,68,220
"North Wales","North","2014","Q3 2014","aug",2014-08-01,0,83,9,21,2,119,4,30,38,53,72,55
"North Yorkshire","Nortth","2014","Q3 2014","aug",2014-08-01,0,103,4,29,7,148,8,30,58,81,16,99
"Nottinghamshire","East","2014","Q3 2014","aug",2014-08-01,2,188,9,47,16,225,9,43,98,75,39,151
"South Wales","West","2014","Q3 2014","aug",2014-08-01,0,285,20,36,5,277,20,75,153,149,64,363
"South Yorkshire","North","2014","Q3 2014","aug",2014-08-01,1,223,15,37,2,285,6,74,107,102,35,121
"Staffordshire","West","2014","Q3 2014","aug",2014-08-01,0,156,25,20,8,167,9,46,69,80,45,135
"Suffolk","East","2014","Q3 2014","aug",2014-08-01,0,149,5,19,4,109,9,36,46,88,10,79
"Surrey","South","2014","Q3 2014","aug",2014-08-01,0,98,11,17,0,126,11,42,76,30,55,120
"Sussex","South","2014","Q3 2014","aug",2014-08-01,1,214,14,27,8,139,20,36,84,89,70,154
"Thames Valley","South","2014","Q3 2014","aug",2014-08-01,1,305,30,75,25,297,20,42,145,143,37,285
"Warwickshire","West","2014","Q3 2014","aug",2014-08-01,0,54,9,5,1,62,3,7,19,15,11,81
"West Mercia","West","2014","Q3 2014","aug",2014-08-01,0,150,13,24,5,186,7,46,32,66,25,150
"West Midlands","West","2014","Q3 2014","aug",2014-08-01,1,426,31,80,36,492,29,93,173,132,149,270
"West Yorkshire","North","2014","Q3 2014","aug",2014-08-01,2,369,48,92,27,440,29,92,149,116,59,294
"Wiltshire","West","2014","Q3 2014","aug",2014-08-01,0,73,7,13,1,88,4,17,27,27,32,78
"National","All","2014","Q3 2014","sep",2014-09-01,47,9369,853,1491,602,10041,781,2483,4558,4390,2619,8858
"Avon and Somerset","West","2014","Q3 2014","sep",2014-09-01,2,215,39,53,12,283,18,77,113,134,75,195
"Bedfordshire","East","2014","Q3 2014","sep",2014-09-01,4,69,10,9,6,87,8,16,49,25,6,97
"Cambridgeshire","East","2014","Q3 2014","sep",2014-09-01,0,110,4,25,3,109,8,29,58,43,14,79
"Cheshire","North","2014","Q3 2014","sep",2014-09-01,0,252,13,36,3,208,10,56,95,108,58,210
"Cleveland","North","2014","Q3 2014","sep",2014-09-01,0,111,12,34,6,241,12,35,75,122,26,97
"Cumbria","North","2014","Q3 2014","sep",2014-09-01,0,84,10,10,3,94,6,33,35,59,52,98
"Derbyshire","East","2014","Q3 2014","sep",2014-09-01,0,155,15,17,22,194,5,41,84,56,49,222
"Devon and Cornwall","West","2014","Q3 2014","sep",2014-09-01,0,171,7,17,5,166,13,54,68,69,95,188
"Dorset","West","2014","Q3 2014","sep",2014-09-01,0,100,7,18,5,80,10,38,37,54,40,95
"Durham","North","2014","Q3 2014","sep",2014-09-01,0,96,13,19,3,165,12,40,30,63,20,80
"Dyfed Powys","West","2014","Q3 2014","sep",2014-09-01,0,83,9,9,1,49,4,21,53,49,6,201
"Essex","East","2014","Q3 2014","sep",2014-09-01,1,334,39,38,10,274,20,73,119,72,61,209
"Gloucestershire","West","2014","Q3 2014","sep",2014-09-01,1,56,3,7,1,86,5,17,25,7,27,53
"GreaterManchester","North","2014","Q3 2014","sep",2014-09-01,1,645,51,77,43,459,37,169,228,310,125,367
"Gwent","West","2014","Q3 2014","sep",2014-09-01,0,71,1,10,4,81,3,20,35,60,17,36
"Hampshire","South","2014","Q3 2014","sep",2014-09-01,0,298,26,37,7,294,16,79,131,106,81,231
"Hertfordshire","East","2014","Q3 2014","sep",2014-09-01,0,185,14,15,7,192,20,26,63,71,14,157
"Humberside","North","2014","Q3 2014","sep",2014-09-01,1,214,21,40,5,216,25,44,80,100,34,139
"Kent","South","2014","Q3 2014","sep",2014-09-01,2,244,26,50,11,352,26,74,115,65,130,221
"Lancashire","North","2014","Q3 2014","sep",2014-09-01,1,307,28,74,23,307,20,98,138,189,128,253
"Leicestershire","East","2014","Q3 2014","sep",2014-09-01,1,121,10,26,15,127,7,27,29,61,20,134
"Lincolnshire","East","2014","Q3 2014","sep",2014-09-01,2,99,12,21,8,158,5,26,44,60,43,178
"Merseyside","North","2014","Q3 2014","sep",2014-09-01,0,370,32,47,16,424,26,70,313,170,138,260
"Metropolitan and City","South","2014","Q3 2014","sep",2014-09-01,12,1266,129,214,161,1206,190,311,1013,648,498,1360
"Norfolk","East","2014","Q3 2014","sep",2014-09-01,0,188,16,17,5,162,9,56,63,121,17,110
"Northamptonshire","East","2014","Q3 2014","sep",2014-09-01,1,105,15,22,10,98,13,31,37,46,8,121
"Northumbria","North","2014","Q3 2014","sep",2014-09-01,0,263,25,48,17,422,19,82,80,172,66,202
"North Wales","North","2014","Q3 2014","sep",2014-09-01,1,146,7,20,2,181,3,60,41,61,64,109
"North Yorkshire","Nortth","2014","Q3 2014","sep",2014-09-01,1,126,7,18,1,178,15,47,48,94,27,144
"Nottinghamshire","East","2014","Q3 2014","sep",2014-09-01,1,215,8,28,16,248,7,69,122,87,79,174
"South Wales","West","2014","Q3 2014","sep",2014-09-01,0,229,17,46,10,227,10,70,136,124,29,958
"South Yorkshire","North","2014","Q3 2014","sep",2014-09-01,1,264,16,50,6,373,12,81,131,133,46,155
"Staffordshire","West","2014","Q3 2014","sep",2014-09-01,3,199,15,21,10,185,11,49,71,106,38,115
"Suffolk","East","2014","Q3 2014","sep",2014-09-01,0,145,9,9,6,106,14,37,43,91,5,94
"Surrey","South","2014","Q3 2014","sep",2014-09-01,0,106,9,17,3,139,15,26,54,53,55,152
"Sussex","South","2014","Q3 2014","sep",2014-09-01,0,214,25,25,15,242,19,53,106,84,107,197
"Thames Valley","South","2014","Q3 2014","sep",2014-09-01,1,301,30,36,9,296,24,51,150,91,18,231
"Warwickshire","West","2014","Q3 2014","sep",2014-09-01,0,56,6,12,1,64,6,11,23,25,20,86
"West Mercia","West","2014","Q3 2014","sep",2014-09-01,1,155,13,23,6,202,10,49,50,74,30,201
"West Midlands","West","2014","Q3 2014","sep",2014-09-01,4,502,41,85,71,532,44,100,174,151,150,292
"West Yorkshire","North","2014","Q3 2014","sep",2014-09-01,5,414,47,100,30,439,39,109,168,140,60,290
"Wiltshire","West","2014","Q3 2014","sep",2014-09-01,0,85,16,11,4,95,5,28,31,36,43,67
"National","All","2014","Q4 2014","oct",2014-10-01,59,9506,853,1576,492,10554,810,2605,4741,4481,2780,8695
"Avon and Somerset","West","2014","Q4 2014","oct",2014-10-01,2,237,28,61,3,298,20,80,128,96,89,224
"Bedfordshire","East","2014","Q4 2014","oct",2014-10-01,2,84,10,12,10,85,5,21,40,24,11,72
"Cambridgeshire","East","2014","Q4 2014","oct",2014-10-01,0,87,10,16,7,97,11,24,33,36,20,67
"Cheshire","North","2014","Q4 2014","oct",2014-10-01,0,196,17,31,5,239,21,44,76,106,48,162
"Cleveland","North","2014","Q4 2014","oct",2014-10-01,1,139,12,34,3,380,8,39,73,119,44,181
"Cumbria","North","2014","Q4 2014","oct",2014-10-01,0,108,4,5,0,95,4,37,47,63,67,80
"Derbyshire","East","2014","Q4 2014","oct",2014-10-01,1,167,14,21,10,206,13,39,63,78,50,148
"Devon and Cornwall","West","2014","Q4 2014","oct",2014-10-01,0,198,16,24,11,178,16,59,59,64,76,203
"Dorset","West","2014","Q4 2014","oct",2014-10-01,0,101,7,15,2,96,4,28,46,48,44,99
"Durham","North","2014","Q4 2014","oct",2014-10-01,1,121,9,25,4,153,6,50,45,59,18,93
"Dyfed Powys","West","2014","Q4 2014","oct",2014-10-01,0,74,2,6,1,58,8,28,56,55,31,234
"Essex","East","2014","Q4 2014","oct",2014-10-01,0,275,34,36,9,236,29,50,87,89,48,217
"Gloucestershire","West","2014","Q4 2014","oct",2014-10-01,2,69,2,15,0,86,1,31,22,12,20,49
"GreaterManchester","North","2014","Q4 2014","oct",2014-10-01,0,649,50,100,30,483,36,181,264,254,132,318
"Gwent","West","2014","Q4 2014","oct",2014-10-01,2,124,9,19,0,177,3,48,76,95,35,192
"Hampshire","South","2014","Q4 2014","oct",2014-10-01,2,286,27,44,5,332,30,105,145,121,108,271
"Hertfordshire","East","2014","Q4 2014","oct",2014-10-01,0,207,14,27,7,205,13,41,71,63,17,183
"Humberside","North","2014","Q4 2014","oct",2014-10-01,0,158,27,29,11,204,13,47,70,121,12,96
"Kent","South","2014","Q4 2014","oct",2014-10-01,2,217,30,56,17,340,22,80,89,85,108,231
"Lancashire","North","2014","Q4 2014","oct",2014-10-01,2,343,24,64,11,306,10,108,128,187,132,260
"Leicestershire","East","2014","Q4 2014","oct",2014-10-01,2,144,12,14,8,148,18,37,30,56,11,151
"Lincolnshire","East","2014","Q4 2014","oct",2014-10-01,1,92,11,19,2,109,6,25,38,59,26,140
"Merseyside","North","2014","Q4 2014","oct",2014-10-01,1,271,35,34,8,303,33,58,256,167,90,226
"Metropolitan and City","South","2014","Q4 2014","oct",2014-10-01,12,1256,131,243,136,1307,214,322,1077,671,527,1353
"Norfolk","East","2014","Q4 2014","oct",2014-10-01,2,193,12,18,2,146,5,48,86,116,7,105
"Northamptonshire","East","2014","Q4 2014","oct",2014-10-01,0,110,6,11,1,119,8,23,34,43,10,114
"Northumbria","North","2014","Q4 2014","oct",2014-10-01,1,296,22,53,15,517,25,88,125,175,76,253
"North Wales","North","2014","Q4 2014","oct",2014-10-01,0,111,10,25,3,208,8,42,56,47,149,78
"North Yorkshire","Nortth","2014","Q4 2014","oct",2014-10-01,0,116,4,15,1,164,11,33,47,90,15,92
"Nottinghamshire","East","2014","Q4 2014","oct",2014-10-01,2,231,16,49,17,221,10,70,109,87,72,170
"South Wales","West","2014","Q4 2014","oct",2014-10-01,2,389,12,53,7,386,11,118,188,214,92,739
"South Yorkshire","North","2014","Q4 2014","oct",2014-10-01,1,241,10,41,16,342,25,74,126,122,33,154
"Staffordshire","West","2014","Q4 2014","oct",2014-10-01,1,192,23,33,6,175,4,50,86,67,39,162
"Suffolk","East","2014","Q4 2014","oct",2014-10-01,0,128,5,17,1,113,4,33,53,72,15,65
"Surrey","South","2014","Q4 2014","oct",2014-10-01,0,108,14,23,7,113,21,29,83,58,75,145
"Sussex","South","2014","Q4 2014","oct",2014-10-01,1,244,25,42,5,266,26,47,112,116,70,187
"Thames Valley","South","2014","Q4 2014","oct",2014-10-01,4,355,40,44,12,301,24,68,141,132,22,245
"Warwickshire","West","2014","Q4 2014","oct",2014-10-01,1,76,6,19,3,94,7,15,17,26,20,70
"West Mercia","West","2014","Q4 2014","oct",2014-10-01,1,171,20,22,6,197,10,37,44,84,46,177
"West Midlands","West","2014","Q4 2014","oct",2014-10-01,1,477,35,77,55,603,28,125,206,127,185,343
"West Yorkshire","North","2014","Q4 2014","oct",2014-10-01,9,380,44,78,30,387,28,97,173,125,64,270
"Wiltshire","West","2014","Q4 2014","oct",2014-10-01,0,85,14,6,5,81,11,26,36,52,26,76
"National","All","2014","Q4 2014","nov",2014-11-01,42,8888,815,1440,529,9157,668,2307,4116,3910,2170,7794
"Avon and Somerset","West","2014","Q4 2014","nov",2014-11-01,2,244,27,53,11,260,15,72,90,65,72,174
"Bedfordshire","East","2014","Q4 2014","nov",2014-11-01,1,83,3,15,14,81,6,17,40,35,6,72
"Cambridgeshire","East","2014","Q4 2014","nov",2014-11-01,1,115,8,15,8,120,9,30,38,53,35,94
"Cheshire","North","2014","Q4 2014","nov",2014-11-01,4,165,16,30,4,187,25,29,63,70,36,127
"Cleveland","North","2014","Q4 2014","nov",2014-11-01,1,115,12,25,5,257,5,37,56,91,24,75
"Cumbria","North","2014","Q4 2014","nov",2014-11-01,0,91,12,7,4,101,4,36,31,46,54,81
"Derbyshire","East","2014","Q4 2014","nov",2014-11-01,0,153,15,29,9,166,11,41,68,48,39,113
"Devon and Cornwall","West","2014","Q4 2014","nov",2014-11-01,1,167,9,23,2,158,8,49,62,55,61,151
"Dorset","West","2014","Q4 2014","nov",2014-11-01,0,102,4,21,5,117,6,27,41,37,20,87
"Durham","North","2014","Q4 2014","nov",2014-11-01,0,101,8,14,1,118,9,26,21,25,18,57
"Dyfed Powys","West","2014","Q4 2014","nov",2014-11-01,1,62,7,12,4,55,6,21,63,28,15,153
"Essex","East","2014","Q4 2014","nov",2014-11-01,0,267,37,32,3,250,12,58,102,72,46,206
"Gloucestershire","West","2014","Q4 2014","nov",2014-11-01,0,62,3,9,11,72,6,21,42,10,15,50
"GreaterManchester","North","2014","Q4 2014","nov",2014-11-01,1,622,41,70,50,415,31,153,159,286,102,350
"Gwent","West","2014","Q4 2014","nov",2014-11-01,0,64,7,16,0,102,7,35,48,73,25,103
"Hampshire","South","2014","Q4 2014","nov",2014-11-01,1,277,24,31,9,259,19,65,104,92,100,222
"Hertfordshire","East","2014","Q4 2014","nov",2014-11-01,0,185,8,26,5,166,10,39,66,74,6,157
"Humberside","North","2014","Q4 2014","nov",2014-11-01,0,184,24,26,3,223,7,60,83,116,12,88
"Kent","South","2014","Q4 2014","nov",2014-11-01,1,227,37,52,13,301,30,86,134,65,108,175
"Lancashire","North","2014","Q4 2014","nov",2014-11-01,1,309,33,80,22,276,18,94,103,171,84,223
"Leicestershire","East","2014","Q4 2014","nov",2014-11-01,1,167,13,31,11,104,4,30,37,54,15,108
"Lincolnshire","East","2014","Q4 2014","nov",2014-11-01,0,101,11,13,2,123,7,23,22,46,19,120
"Merseyside","North","2014","Q4 2014","nov",2014-11-01,0,277,29,29,18,270,20,55,215,111,123,213
"Metropolitan and City","South","2014","Q4 2014","nov",2014-11-01,13,1281,94,246,153,1250,166,319,1019,696,478,1246
"Norfolk","East","2014","Q4 2014","nov",2014-11-01,0,157,18,15,6,164,6,44,48,107,18,118
"Northamptonshire","East","2014","Q4 2014","nov",2014-11-01,0,95,9,15,5,94,7,21,44,35,8,99
"Northumbria","North","2014","Q4 2014","nov",2014-11-01,1,280,18,52,11,365,30,76,87,168,68,198
"North Wales","North","2014","Q4 2014","nov",2014-11-01,0,117,12,23,6,146,13,37,26,57,20,106
"North Yorkshire","Nortth","2014","Q4 2014","nov",2014-11-01,2,105,3,17,3,128,10,26,31,72,12,140
"Nottinghamshire","East","2014","Q4 2014","nov",2014-11-01,0,233,13,40,6,188,5,53,118,66,40,150
"South Wales","West","2014","Q4 2014","nov",2014-11-01,0,263,30,47,8,246,13,72,139,167,37,745
"South Yorkshire","North","2014","Q4 2014","nov",2014-11-01,0,240,14,36,19,345,12,75,113,106,20,141
"Staffordshire","West","2014","Q4 2014","nov",2014-11-01,1,169,12,25,3,113,10,43,69,64,36,126
"Suffolk","East","2014","Q4 2014","nov",2014-11-01,0,134,11,12,2,100,6,34,39,66,9,106
"Surrey","South","2014","Q4 2014","nov",2014-11-01,0,78,14,8,1,92,16,16,82,24,36,107
"Sussex","South","2014","Q4 2014","nov",2014-11-01,1,222,14,33,8,192,21,49,94,61,70,201
"Thames Valley","South","2014","Q4 2014","nov",2014-11-01,5,300,49,49,17,288,25,67,137,155,30,272
"Warwickshire","West","2014","Q4 2014","nov",2014-11-01,0,49,5,16,3,75,3,14,14,15,35,92
"West Mercia","West","2014","Q4 2014","nov",2014-11-01,0,131,27,20,5,150,7,33,55,51,24,157
"West Midlands","West","2014","Q4 2014","nov",2014-11-01,1,443,36,49,37,578,23,115,196,131,152,317
"West Yorkshire","North","2014","Q4 2014","nov",2014-11-01,2,381,42,67,18,398,16,85,93,118,28,209
"Wiltshire","West","2014","Q4 2014","nov",2014-11-01,0,70,6,11,4,64,4,24,24,28,14,65
"National","All","2014","Q4 2014","dec",2014-12-01,78,8881,818,1483,506,9236,631,2203,3997,3638,1997,7484
"Avon and Somerset","West","2014","Q4 2014","dec",2014-12-01,2,227,52,25,3,276,13,67,100,81,71,195
"Bedfordshire","East","2014","Q4 2014","dec",2014-12-01,0,79,5,13,6,78,7,16,26,21,6,79
"Cambridgeshire","East","2014","Q4 2014","dec",2014-12-01,0,98,5,18,4,89,7,25,45,40,7,88
"Cheshire","North","2014","Q4 2014","dec",2014-12-01,3,142,15,21,6,205,9,36,64,72,40,111
"Cleveland","North","2014","Q4 2014","dec",2014-12-01,2,104,12,23,9,244,6,45,35,103,26,75
"Cumbria","North","2014","Q4 2014","dec",2014-12-01,0,102,6,7,3,98,5,26,33,39,58,84
"Derbyshire","East","2014","Q4 2014","dec",2014-12-01,0,164,18,13,3,181,7,42,45,66,28,113
